doc,w,z,word
5522,14,8,ett
5523,54,1,den
5523,991,8,desinformation
5523,38,7,som
5523,399,9,spreds
5523,172,3,via
5523,3,7,massmedia
5523,94,8,dagen
5523,1145,1,före
5524,1060,6,lämnar
5524,1715,9,meddelanden
5524,46,1,för
5524,335,3,publicering
5524,3,9,massmedia
5524,14,1,ett
5524,822,5,starkt
5524,1576,8,skydd
5525,142,4,till
5525,1623,7,kontakten
5525,167,5,med
5525,3,7,massmedia
5525,521,7,dem
5525,126,2,kan
5526,2,7,uppgifter
5526,364,7,skall
5526,9,9,kunna
5526,289,0,lämnas
5526,142,7,till
5526,3,7,massmedia
5526,79,7,utan
5526,6,7,att
5527,1743,5,närradion
5527,14,3,ett
5527,15,7,medium
5527,46,7,för
5527,833,5,lokala
5527,516,7,organisationer
5527,6,7,att
5527,620,7,föra
5528,588,9,vilka
5528,797,9,böcker
5528,202,5,eller
5528,113,6,andra
5528,58,5,media
5528,38,9,som
5528,1238,9,hem
5528,11,5,olika
5529,167,5,med
5529,248,5,anledning
5529,2,5,uppgifter
5529,3,5,massmedia
5529,795,1,kommande
5530,7,0,det
5530,1388,4,ordet
5530,25,4,och
5530,58,0,media
5530,373,3,övrigt
5530,82,4,här
5531,72,7,blivit
5531,308,7,större
5531,33,1,intresse
5531,46,3,för
5531,3,2,massmedia
5531,54,7,den
5531,25,2,och
5532,38,9,som
5532,722,1,rönt
5532,615,0,mest
5532,33,0,intresse
5532,432,3,hos
5532,3,3,massmedia
5532,25,4,och
5532,346,9,allmänhet
5532,28,4,har
5532,405,3,varit
5532,54,3,den
5533,317,3,hålla
5533,6,6,att
5533,3,3,massmedia
5533,1471,3,påstår
5533,6,3,att
5533,28,6,har
5533,144,5,förekommit
5534,131,9,besked
5534,25,9,och
5534,3,1,massmedia
5534,6,7,att
5534,7,1,det
5535,915,6,begränsa
5535,54,5,den
5535,483,6,bara
5535,142,5,till
5535,143,9,vissa
5535,135,6,medier
5535,61,6,debatten
5535,1229,5,gällde
5536,193,3,svenska
5536,1270,3,folket
5536,323,3,utnyttjar
5536,3,1,massmedia
5536,7,1,det
5536,1694,2,visade
5536,145,8,sig
5536,6,8,att
5537,38,6,som
5537,21,0,gäller
5537,46,0,för
5537,611,6,övriga
5537,135,9,medier
5537,1038,9,ligger
5537,866,3,långt
5537,182,6,efter
5537,1035,6,radion
5537,25,6,och
5538,54,7,den
5538,38,3,som
5538,3,3,massmedia
5538,105,7,något
5538,825,0,kallas
5538,46,0,för
5539,46,9,för
5539,956,2,mera
5539,25,4,och
5539,427,2,massmedialt
5539,956,2,mera
5539,503,2,internationella
5539,86,2,ändå
5540,1765,6,instanser
5540,414,1,samhället
5540,51,1,inte
5540,128,1,minst
5540,3,8,massmedia
5540,274,4,hade
5540,405,7,varit
5540,496,6,lika
5540,408,1,intresserade
5541,224,7,inför
5541,3,0,massmedia
5541,499,0,sagt
5541,6,0,att
5541,19,1,eftersom
5542,0,8,fall
5542,38,6,som
5542,343,2,uppmärksammats
5542,3,8,massmedia
5542,28,6,har
5542,54,6,den
5543,364,2,skall
5543,3,2,massmedia
5543,54,4,den
5543,1198,2,mars
5543,6,2,att
5544,7,5,det
5544,673,2,öppna
5544,1053,6,brev
5544,38,2,som
5544,172,5,via
5544,3,1,massmedia
5544,142,3,till
5544,1126,2,två
5545,28,4,har
5545,72,2,blivit
5545,3,2,massmedia
5545,25,4,och
5545,167,4,med
5545,888,2,rätta
5545,558,4,hela
5545,617,4,landet
5546,3,4,massmedia
5546,28,3,har
5546,6,3,att
5546,110,4,tidigare
5547,1766,4,regionala
5547,28,4,har
5547,3,9,massmedia
5547,1503,4,beskedet
5547,6,4,att
5547,7,7,det
5548,289,6,lämnas
5548,142,6,till
5548,81,5,press
5548,25,6,och
5548,113,6,andra
5548,58,6,media
5548,1369,6,finansministern
5548,958,7,uttalade
5548,145,6,sig
5548,438,6,sitt
5549,7,5,det
5549,6,5,att
5549,120,5,massmediernas
5549,121,5,bevakning
5549,74,4,ofta
5549,133,3,blir
5549,1683,8,begränsad
5550,424,1,vid
5550,1623,1,kontakten
5550,146,5,mellan
5550,168,9,politiker
5550,25,9,och
5550,245,7,massmedier
5550,539,9,motion
5551,1399,8,öppenhet
5551,346,8,allmänhet
5551,25,8,och
5551,135,8,medier
5551,28,8,har
5551,405,7,varit
5551,142,7,till
5552,96,8,fram
5552,112,8,tidningar
5552,25,8,och
5552,113,8,andra
5552,135,8,medier
5552,17,8,detta
5552,1269,8,kräver
5552,80,4,också
5552,6,7,att
5552,675,8,utskotten
5553,308,7,större
5553,121,5,bevakning
5553,34,1,från
5553,35,3,massmedias
5553,36,1,sida
5553,1046,7,riksdagens
5553,337,3,arbete
5553,7,5,det
5554,615,1,mest
5554,38,2,som
5554,735,1,uppmärksammas
5554,3,5,massmedia
5554,276,5,går
5554,6,1,att
5555,577,9,liksom
5555,661,2,tydligen
5555,109,7,del
5555,3,5,massmedia
5555,6,2,att
5555,7,7,det
5555,7,2,det
5556,521,7,dem
5556,122,5,ganska
5556,1280,5,liten
5556,211,7,uppmärksamhet
5556,3,7,massmedia
5556,7,7,det
5556,379,5,alltså
5556,483,5,bara
5557,51,3,inte
5557,133,2,blir
5557,432,3,hos
5557,53,5,oss
5557,3,5,massmedia
5557,28,2,har
5557,293,3,visat
5557,33,3,intresse
5557,46,3,för
5558,6,1,att
5558,1051,3,önskemål
5558,34,3,från
5558,3,1,massmedia
5558,25,3,och
5558,346,4,allmänhet
5558,6,2,att
5558,127,1,följa
5558,83,4,frågorna
5559,344,7,såväl
5559,25,9,och
5559,38,0,som
5559,427,0,massmedialt
5559,711,1,självfallet
5559,7,1,det
5559,1109,7,sikt
5560,498,1,tillfälle
5560,38,4,som
5560,28,5,har
5560,738,9,refererats
5560,3,4,massmedia
5560,21,6,gäller
5560,20,4,när
5560,164,6,själv
5560,38,6,som
5561,105,9,något
5561,38,3,som
5561,181,4,heter
5561,187,1,information
5561,172,4,via
5561,3,3,massmedia
5561,1309,4,skilda
5561,1041,3,slag
5561,7,3,det
5562,240,0,konstatera
5562,6,4,att
5562,99,4,man
5562,1645,0,tom
5562,3,5,massmedia
5562,1610,0,börjar
5562,156,0,över
5562,6,5,att
5562,14,1,ett
5563,167,9,med
5563,248,9,anledning
5563,2,9,uppgifter
5563,3,8,massmedia
5563,6,9,att
5563,193,3,svenska
5563,1767,3,poliser
5563,28,9,har
5564,85,8,men
5564,3,9,massmedia
5564,28,9,har
5564,7,0,det
5564,191,0,mycket
5564,1507,0,tydligt
5564,138,3,framgått
5565,749,1,min
5565,242,1,fråga
5565,11,7,olika
5565,135,8,medier
5565,28,2,har
5565,144,7,förekommit
5565,11,5,olika
5565,2,5,uppgifter
5566,466,8,hösten
5566,28,2,har
5566,80,7,också
5566,172,5,via
5566,3,8,massmedia
5566,1679,2,upplevt
5566,39,5,enskilda
5566,29,5,där
5566,99,8,man
5567,1555,7,missförstånd
5567,38,7,som
5567,74,7,ofta
5567,3,7,massmedia
5567,7,7,det
5567,453,7,talas
5567,6,7,att
5567,116,7,barn
5568,98,0,jag
5568,100,8,trots
5568,13,0,allt
5568,3,4,massmedia
5568,28,8,har
5568,1757,4,börjat
5568,1414,4,kommentera
5568,1081,4,situationen
5568,25,8,och
5569,1,4,enligt
5569,2,3,uppgifter
5569,3,8,massmedia
5569,674,4,samband
5569,167,4,med
5569,570,5,uttryckte
5570,51,1,inte
5570,483,5,bara
5570,1532,5,kontrollerar
5570,530,2,nästan
5570,442,5,alla
5570,58,5,media
5570,79,1,utan
5570,1532,5,kontrollerar
5571,46,9,för
5571,14,8,ett
5571,71,7,genom
5571,11,9,olika
5571,135,1,medier
5571,25,1,och
5571,719,8,reklam
5571,7,0,det
5571,830,7,sociala
5572,73,0,hur
5572,7,3,det
5572,6,1,att
5572,172,1,via
5572,3,0,massmedia
5572,161,8,dag
5572,103,0,helt
5572,1364,8,plötsligt
5573,28,2,har
5573,142,0,till
5573,151,5,mot
5573,1421,2,tidningarnas
5573,35,8,massmedias
5573,199,0,möjligheter
5573,6,0,att
5573,689,0,offentliga
5573,235,8,uttalanden
5574,1101,7,gav
5574,14,2,ett
5574,427,2,massmedialt
5574,38,7,som
5574,69,7,verkligen
5574,25,9,och
5575,511,8,kammaren
5575,364,8,skall
5575,247,8,vara
5575,238,4,intressant
5575,46,7,för
5575,3,8,massmedia
5575,43,4,måste
5575,80,4,också
5576,605,9,fick
5576,910,9,väldigt
5576,485,9,litet
5576,374,9,utrymme
5576,3,1,massmedia
5576,7,8,det
5576,51,6,inte
5577,1575,3,aldrig
5577,28,1,har
5577,51,3,inte
5577,1025,2,heller
5577,3,3,massmedia
5577,262,2,anser
5577,6,2,att
5577,98,8,jag
5577,28,3,har
5578,38,6,som
5578,3,2,massmedia
5578,28,9,har
5578,1649,9,såvitt
5578,98,2,jag
5579,98,3,jag
5579,1394,3,kritiserar
5579,51,3,inte
5579,3,4,massmedia
5579,997,2,snarare
5579,1283,5,tvärtom
5579,799,5,däremot
5579,1394,3,kritiserar
5579,98,4,jag
5580,54,3,den
5580,26,2,senaste
5580,358,4,tiden
5580,28,1,har
5580,193,0,svenska
5580,245,4,massmedier
5580,995,3,rapporterat
5580,134,1,nya
5581,719,9,reklam
5581,11,9,olika
5581,560,6,former
5581,58,6,media
5581,29,1,där
5581,28,0,har
5581,7,5,det
5581,405,6,varit
5581,14,4,ett
5582,6,8,att
5582,455,8,svar
5582,105,1,något
5582,15,9,medium
5582,7,1,det
5582,824,9,brukar
5582,400,3,annars
5582,51,1,inte
5582,247,5,vara
5583,483,9,bara
5583,320,4,inom
5583,25,0,och
5583,3,1,massmedia
5583,38,9,som
5583,1384,7,negativa
5583,376,3,gör
5584,1642,1,utveckla
5584,25,5,och
5584,38,7,som
5584,15,7,medium
5584,46,2,för
5584,260,5,debatt
5584,25,2,och
5585,1194,2,gjorts
5585,70,7,nyligen
5585,586,4,kunde
5585,3,7,massmedia
5585,846,4,läsa
5585,73,4,hur
5585,970,5,håller
5586,238,2,intressant
5586,6,2,att
5586,127,2,följa
5586,3,2,massmedia
5586,146,3,mellan
5587,276,3,går
5587,586,0,kunde
5587,3,6,massmedia
5587,846,3,läsa
5587,6,1,att
5587,212,3,blev
5587,14,5,ett
5587,659,8,nytt
5588,1099,1,förra
5588,843,2,veckan
5588,2,9,uppgifter
5588,3,1,massmedia
5588,6,7,att
5588,14,1,ett
5588,485,9,litet
5588,1067,6,äldre
5589,195,8,vad
5589,30,6,han
5589,958,6,uttalade
5589,224,6,inför
5589,3,6,massmedia
5589,30,8,han
5589,225,1,sade
5589,6,8,att
5589,30,6,han
5590,602,3,debatter
5590,25,5,och
5590,669,7,utfrågningar
5590,245,8,massmedier
5590,25,4,och
5590,113,3,andra
5590,18,5,sammanhang
5590,38,5,som
5590,729,2,alltid
5591,25,8,och
5591,113,5,andra
5591,135,8,medier
5591,38,4,som
5591,1393,3,beredd
5592,260,9,debatt
5592,38,9,som
5592,64,2,bla
5592,1002,9,förts
5592,3,1,massmedia
5592,1146,7,konstitutionsutskottets
5592,271,0,roll
5593,7,7,det
5593,38,3,som
5593,28,3,har
5593,441,3,framkommit
5593,58,3,media
5593,119,3,under
5593,152,9,senare
5593,56,9,tid
5593,25,3,och
5593,38,3,som
5594,167,4,med
5594,82,4,här
5594,667,6,människorna
5594,172,3,via
5594,3,3,massmedia
5594,582,1,tala
5594,826,6,direkt
5594,142,1,till
5594,521,3,dem
5594,98,8,jag
5595,7,7,det
5595,38,3,som
5595,3,2,massmedia
5595,73,7,hur
5595,73,3,hur
5595,149,2,allmänheten
5596,672,2,vårt
5596,6,2,att
5596,58,5,media
5596,670,5,såsom
5596,133,2,blir
5597,1416,0,kampen
5597,133,3,blir
5597,114,2,lätt
5597,20,0,när
5597,3,0,massmedia
5597,51,3,inte
5597,28,2,har
5597,201,2,nyheter
5597,6,0,att
5598,38,8,som
5598,282,0,förs
5598,3,5,massmedia
5598,98,8,jag
5598,162,6,vill
5598,142,7,till
5599,25,7,och
5599,602,7,debatter
5599,3,7,massmedia
5599,7,7,det
5599,355,7,vore
5599,238,2,intressant
5599,6,0,att
5600,260,5,debatt
5600,3,7,massmedia
5600,7,7,det
5600,355,7,vore
5600,238,7,intressant
5600,6,7,att
5601,202,8,eller
5601,245,6,massmedier
5601,189,4,får
5601,1023,4,rapporter
5602,6,2,att
5602,7,1,det
5602,1063,2,gått
5602,3,2,massmedia
5602,6,0,att
5602,493,5,statsrådet
5602,1324,2,ungdomar
5602,6,2,att
5603,656,1,felaktiga
5603,600,3,informationer
5603,38,2,som
5603,3,2,massmedia
5603,28,5,har
5603,576,2,gett
5603,283,5,beträffande
5603,1132,3,mitt
5603,372,3,uttalande
5604,848,5,riksdag
5604,25,6,och
5604,3,5,massmedia
5604,54,0,den
5604,38,3,som
5604,267,4,problemen
5605,933,0,politisk
5605,38,6,som
5605,3,1,massmedia
5605,781,6,hittills
5605,33,1,intresse
5605,46,1,för
5605,208,6,frågan
5606,167,5,med
5606,212,4,blev
5606,210,0,stor
5606,535,6,massmedial
5606,25,6,och
5606,119,5,under
5606,14,7,ett
5607,38,3,som
5607,831,7,sprids
5607,109,8,del
5607,135,3,medier
5607,28,0,har
5607,1667,3,uppenbart
5607,51,5,inte
5607,1390,3,utskottets
5607,688,3,stöd
5608,88,4,själva
5608,28,0,har
5608,193,4,svenska
5608,3,2,massmedia
5608,1578,5,ville
5608,25,4,och
5608,1131,2,bedriva
5609,254,4,sett
5609,197,5,exempel
5609,183,1,någon
5609,612,1,gång
5609,3,1,massmedia
5609,6,1,att
5609,116,5,barn
5609,38,1,som
5610,109,8,del
5610,187,1,information
5610,386,9,både
5610,34,9,från
5610,3,9,massmedia
5610,25,9,och
5610,378,8,annat
5610,158,8,sätt
5611,213,4,föremål
5611,46,0,för
5611,210,0,stor
5611,211,4,uppmärksamhet
5611,3,4,massmedia
5611,54,9,den
5611,61,4,debatten
5611,25,4,och
5612,7,0,det
5612,28,7,har
5612,3,5,massmedia
5612,191,2,mycket
5612,195,6,vad
5612,38,2,som
5613,37,1,denna
5613,242,1,fråga
5613,28,8,har
5613,3,3,massmedia
5613,341,8,haft
5613,1319,8,intensiv
5613,67,1,diskussion
5614,7,9,det
5614,631,2,dominerande
5614,130,9,intresset
5614,3,4,massmedia
5614,563,4,herr
5614,564,4,talman
5614,98,4,jag
5614,364,4,skall
5615,46,2,för
5615,253,0,stort
5615,254,4,sett
5615,442,2,alla
5615,58,2,media
5615,1738,2,utom
5615,46,0,för
5615,54,2,den
5615,1648,0,internationellt
5615,1208,0,kända
5616,54,7,den
5616,38,9,som
5616,1175,1,återgivits
5616,3,9,massmedia
5616,7,5,det
5616,28,3,har
5616,51,7,inte
5616,183,8,någon
5617,51,4,inte
5617,1025,6,heller
5617,105,7,något
5617,688,6,stöd
5617,34,3,från
5617,3,4,massmedia
5617,672,7,vårt
5617,621,9,förslag
5617,99,7,man
5618,105,8,något
5618,38,2,som
5618,1066,9,gick
5618,898,9,igenom
5618,241,9,våra
5618,58,6,media
5618,46,0,för
5618,183,5,någon
5618,447,5,vecka
5618,357,6,sedan
5618,7,9,det
5619,51,2,inte
5619,189,0,får
5619,280,3,samma
5619,1193,1,rubriker
5619,3,0,massmedia
5619,38,0,som
5619,16,3,just
5620,1,7,enligt
5620,91,4,uppgift
5620,3,2,massmedia
5620,28,2,har
5620,193,9,svenska
5620,34,3,från
5621,364,4,skall
5621,1,1,enligt
5621,173,4,egna
5621,2,2,uppgifter
5621,142,1,till
5621,58,4,media
5621,200,3,lämna
5621,25,4,och
5621,142,1,till
5622,45,7,problem
5622,133,3,blir
5622,74,7,ofta
5622,911,4,uppmärksammade
5622,3,0,massmedia
5622,79,5,utan
5622,6,7,att
5622,410,5,förhållandet
5622,142,7,till
5623,1768,5,miljöministern
5623,28,6,har
5623,3,5,massmedia
5623,32,5,uttalat
5623,6,6,att
5624,14,2,ett
5624,158,2,sätt
5624,71,3,genom
5624,3,4,massmedia
5624,326,4,sin
5624,388,7,uppfattning
5624,38,1,som
5625,98,9,jag
5625,185,9,rätt
5625,541,5,massmediala
5625,1715,9,meddelanden
5625,38,3,som
5625,1066,9,gick
5626,442,3,alla
5626,586,0,kunde
5626,3,3,massmedia
5626,98,3,jag
5626,455,3,svar
5627,46,8,för
5627,684,3,några
5627,662,5,dagar
5627,357,8,sedan
5627,71,3,genom
5627,3,3,massmedia
5627,73,3,hur
5627,443,5,människor
5627,6,9,att
5628,46,1,för
5628,17,1,detta
5628,28,4,har
5628,3,4,massmedia
5628,1631,3,huruvida
5628,54,7,den
5629,1255,4,händelserna
5629,38,5,som
5629,28,9,har
5629,343,2,uppmärksammats
5629,3,2,massmedia
5629,364,2,skall
5629,209,5,naturligtvis
5629,885,3,granska
5629,521,9,dem
5630,0,8,fall
5630,38,2,som
5630,28,2,har
5630,343,2,uppmärksammats
5630,3,2,massmedia
5630,54,2,den
5630,26,2,senaste
5630,843,2,veckan
5630,7,8,det
5631,73,9,hur
5631,291,7,utvecklingen
5631,134,6,nya
5631,135,6,medier
5631,46,2,för
5631,6,2,att
5631,771,2,återge
5632,1388,7,ordet
5632,7,6,det
5632,478,6,tryckta
5632,1388,4,ordet
5632,113,6,andra
5632,58,6,media
5632,411,4,behöver
5632,51,7,inte
5632,98,9,jag
5632,126,6,kan
5633,28,2,har
5633,379,6,alltså
5633,51,9,inte
5633,738,4,refererats
5633,3,2,massmedia
5633,6,9,att
5633,7,9,det
5633,28,9,har
5633,1194,9,gjorts
5633,684,6,några
5634,98,5,jag
5634,231,5,dessa
5634,662,5,dagar
5634,48,5,följt
5634,3,2,massmedia
5634,6,5,att
5634,1603,2,socialdemokraterna
5634,215,5,var
5634,167,5,med
5635,110,1,tidigare
5635,51,1,inte
5635,72,8,blivit
5635,125,1,offentligt
5635,71,8,genom
5635,58,1,media
5635,7,0,det
5635,21,8,gäller
5635,73,7,hur
5635,99,8,man
5636,435,1,genomslag
5636,193,2,svenska
5636,3,2,massmedia
5636,821,5,hans
5636,97,2,tycker
5636,98,0,jag
5637,299,0,fått
5637,28,6,har
5637,1534,7,lämnats
5637,172,9,via
5637,3,9,massmedia
5637,25,2,och
5637,7,2,det
5637,51,9,inte
5637,1025,3,heller
5638,38,4,som
5638,692,1,presenterats
5638,3,2,massmedia
5638,64,3,bla
5638,151,1,mot
5638,494,1,bakgrund
5639,679,6,hör
5639,73,3,hur
5639,99,7,man
5639,113,4,andra
5639,58,4,media
5639,376,9,gör
5639,719,4,reklam
5639,46,9,för
5639,11,9,olika
5640,38,2,som
5640,28,9,har
5640,58,6,media
5640,202,5,eller
5640,366,5,radio
5640,86,9,ändå
5641,25,2,och
5641,442,5,alla
5641,58,8,media
5641,150,7,bör
5641,14,5,ett
5641,309,7,högre
5642,71,8,genom
5642,1498,2,bistånd
5642,142,2,till
5642,629,5,fria
5642,3,2,massmedia
5642,25,7,och
5642,880,2,oberoende
5642,7,2,det
5643,54,8,den
5643,1226,8,snabba
5643,419,1,informationen
5643,3,8,massmedia
5643,1462,5,överallt
5643,1157,5,världen
5643,28,1,har
5643,234,9,gjort
5644,474,2,tagits
5644,354,6,upp
5644,193,9,svenska
5644,58,5,media
5644,21,0,gäller
5644,1516,5,medel
5644,34,2,från
5645,1494,3,knappast
5645,343,3,uppmärksammats
5645,714,0,vare
5645,145,0,sig
5645,3,8,massmedia
5645,202,8,eller
5645,82,0,här
5645,117,0,riksdagen
5645,25,6,och
5646,130,8,intresset
5646,34,2,från
5646,516,2,organisationer
5646,346,9,allmänhet
5646,25,9,och
5646,3,3,massmedia
5646,28,2,har
5646,405,7,varit
5646,191,6,mycket
5646,253,8,stort
5647,25,8,och
5647,290,5,även
5647,3,0,massmedia
5647,169,5,ibland
5647,639,8,försökt
5647,6,0,att
5648,129,3,stora
5648,126,2,kan
5648,80,0,också
5648,247,2,vara
5648,3,2,massmedia
5648,38,7,som
5648,1142,2,hel
5648,109,9,del
5649,405,9,varit
5649,183,3,någon
5649,241,0,våra
5649,3,3,massmedia
5649,20,3,när
5649,7,3,det
5649,21,0,gäller
5649,6,9,att
5649,216,0,rapportera
5650,413,3,deras
5650,429,4,borde
5650,369,4,snart
5650,35,5,massmedias
5650,25,3,och
5650,1702,4,publik
5651,1011,6,förståelse
5651,432,6,hos
5651,149,4,allmänheten
5651,168,5,politiker
5651,25,6,och
5651,58,9,media
5651,46,6,för
5651,809,5,verksamhet
5651,98,6,jag
5651,952,6,delar
5652,706,9,partier
5652,148,2,bland
5652,25,7,och
5652,320,8,inom
5652,58,9,media
5652,38,9,som
5652,341,8,haft
5652,870,9,kritiska
5652,472,7,synpunkter
5653,51,2,inte
5653,819,2,alls
5653,28,2,har
5653,3,2,massmedia
5653,99,2,man
5653,28,2,har
5653,699,2,stället
5653,119,1,under
5654,28,6,har
5654,471,5,väl
5654,46,9,för
5654,3,5,massmedia
5654,6,9,att
5654,587,3,mer
5654,800,3,skildringar
5655,14,2,ett
5655,105,1,något
5655,95,0,kommer
5655,35,3,massmedias
5655,211,7,uppmärksamhet
5655,6,3,att
5655,308,6,större
5656,28,8,har
5656,72,6,blivit
5656,35,7,massmedias
5656,33,9,intresse
5656,25,6,och
5656,195,6,vad
5656,38,9,som
5656,814,6,händer
5657,210,7,stor
5657,638,6,plats
5657,605,4,fick
5657,3,1,massmedia
5657,46,3,för
5657,357,6,sedan
5657,25,6,och
5657,54,7,den
5658,38,8,som
5658,54,2,den
5658,28,2,har
5658,299,0,fått
5658,172,3,via
5658,3,1,massmedia
5658,35,4,massmedias
5658,121,5,bevakning
5658,584,7,därför
5658,90,2,viktig
5659,54,8,den
5659,28,2,har
5659,299,8,fått
5659,172,1,via
5659,3,2,massmedia
5659,35,4,massmedias
5659,121,4,bevakning
5659,584,4,därför
5659,90,4,viktig
5659,7,2,det
5660,25,1,och
5660,378,8,annat
5660,126,7,kan
5660,58,6,media
5660,25,9,och
5660,149,6,allmänheten
5660,145,7,sig
5661,154,5,följer
5661,354,5,upp
5661,7,4,det
5661,38,0,som
5661,3,5,massmedia
5661,28,5,har
5661,654,5,kommit
5661,96,8,fram
5661,167,5,med
5661,7,5,det
5662,20,6,när
5662,7,5,det
5662,21,6,gäller
5662,3,1,massmedia
5662,25,6,och
5662,7,6,det
5662,21,6,gäller
5662,442,6,alla
5663,405,5,varit
5663,38,7,som
5663,786,5,ens
5663,3,7,massmedia
5663,765,5,synnerhet
5663,762,5,icke
5663,313,2,viss
5664,610,9,bättre
5664,552,3,behandling
5664,51,0,inte
5664,128,4,minst
5664,3,6,massmedia
5664,54,1,den
5664,113,3,andra
5664,246,1,skulle
5664,1,1,enligt
5665,46,3,för
5665,149,1,allmänheten
5665,25,9,och
5665,46,1,för
5665,3,1,massmedia
5665,274,2,hade
5665,39,4,enskilda
5666,1192,5,anders
5666,3,5,massmedia
5666,119,5,under
5666,612,1,gång
5666,85,1,men
5667,343,2,uppmärksammats
5667,1142,2,hel
5667,109,7,del
5667,3,2,massmedia
5667,54,3,den
5667,26,2,senaste
5667,358,2,tiden
5667,98,2,jag
5667,126,4,kan
5668,6,8,att
5668,3,8,massmedia
5668,1210,8,givit
5668,14,8,ett
5668,485,1,litet
5669,20,1,när
5669,99,2,man
5669,353,7,tar
5669,109,1,del
5669,526,7,mediernas
5669,176,9,angående
5669,304,1,inslag
5669,202,6,eller
5670,154,2,följer
5670,1425,8,säkert
5670,61,2,debatten
5670,193,8,svenska
5670,58,0,media
5670,30,8,han
5670,28,2,har
5670,248,6,anledning
5670,6,4,att
5670,247,0,vara
5671,586,5,kunde
5671,80,8,också
5671,193,4,svenska
5671,58,0,media
5671,253,7,stort
5671,254,4,sett
5671,716,4,dagligen
5671,459,5,finna
5672,1053,4,brev
5672,142,5,till
5672,226,9,mig
5672,25,4,och
5672,3,9,massmedia
5672,499,9,sagt
5672,6,4,att
5672,910,9,väldigt
5672,191,9,mycket
5673,471,8,väl
5673,639,6,försökt
5673,789,6,allmänhetens
5673,25,4,och
5673,35,4,massmedias
5673,211,7,uppmärksamhet
5673,134,6,nya
5674,62,0,sina
5674,7,5,det
5674,15,0,medium
5674,38,0,som
5674,126,0,kan
5675,54,1,den
5675,82,1,här
5675,208,6,frågan
5675,245,5,massmedier
5675,1153,9,tänker
5676,225,8,sade
5676,17,8,detta
5676,224,8,inför
5676,25,8,och
5676,3,8,massmedia
5676,215,8,var
5676,54,2,den
5676,25,8,och
5677,105,7,något
5677,156,5,över
5677,1761,7,redovisningen
5677,3,3,massmedia
5677,98,9,jag
5677,6,7,att
5677,98,5,jag
5677,297,9,tagit
5678,297,7,tagit
5678,109,7,del
5678,1761,0,redovisningen
5678,3,7,massmedia
5678,6,1,att
5678,7,1,det
5678,51,7,inte
5678,364,1,skall
5679,28,9,har
5679,115,4,kunnat
5679,3,3,massmedia
5679,380,9,kritiken
5679,290,9,även
5679,37,9,denna
5679,612,1,gång
5680,25,9,och
5680,3,9,massmedia
5680,28,9,har
5680,1174,9,ännu
5680,51,9,inte
5680,254,9,sett
5681,591,9,borgerliga
5681,549,9,partierna
5681,25,9,och
5681,61,9,debatten
5681,3,9,massmedia
5681,46,9,för
5681,47,9,många
5681,1240,4,gamla
5681,28,6,har
5681,7,9,det
5682,1290,8,kunskap
5682,25,3,och
5682,187,1,information
5682,172,1,via
5682,3,3,massmedia
5682,162,1,vill
5682,1187,1,utbildning
5682,25,3,och
5683,581,8,finnas
5683,318,8,kvar
5683,43,4,måste
5683,3,3,massmedia
5683,412,4,hjälp
5683,46,3,för
5683,6,3,att
5684,215,2,var
5684,3,0,massmedia
5684,182,6,efter
5684,7,2,det
5685,347,4,flera
5685,2,1,uppgifter
5685,28,3,har
5685,441,1,framkommit
5685,3,1,massmedia
5685,6,1,att
5685,809,1,verksamhet
5685,28,4,har
5686,71,2,genom
5686,11,5,olika
5686,135,3,medier
5686,167,1,med
5686,1310,1,skrämmande
5686,1518,3,effekter
5686,25,3,och
5686,142,6,till
5687,137,3,vilket
5687,51,7,inte
5687,95,8,kommer
5687,142,3,till
5687,35,3,massmedias
5687,202,8,eller
5687,789,6,allmänhetens
5687,266,6,kännedom
5687,409,8,glädjande
5687,452,3,nog
5688,195,3,vad
5688,38,0,som
5688,441,3,framkommit
5688,64,1,bla
5688,3,3,massmedia
5688,28,2,har
5689,299,6,fått
5689,1280,2,liten
5689,211,7,uppmärksamhet
5689,58,9,media
5689,25,6,och
5689,51,2,inte
5689,1025,6,heller
5689,183,6,någon
5690,1144,1,studera
5690,1,1,enligt
5690,91,2,uppgift
5690,3,5,massmedia
5690,6,7,att
5690,1422,2,varför
5691,34,3,från
5691,1,3,enligt
5691,91,8,uppgift
5691,3,3,massmedia
5691,28,0,har
5692,467,5,åtgärder
5692,26,5,senaste
5692,294,5,dagarna
5692,28,5,har
5692,3,2,massmedia
5692,995,5,rapporterat
5692,838,1,missförhållanden
5692,424,1,vid
5692,7,0,det
5693,759,3,vår
5693,1260,9,politik
5693,98,9,jag
5693,353,3,tar
5693,193,9,svenska
5693,3,9,massmedia
5693,38,9,som
5693,46,9,för
5693,6,9,att
5694,25,8,och
5694,13,8,allt
5694,221,6,oftare
5694,1178,8,rapporterar
5694,135,8,medier
5694,761,5,dessutom
5694,25,8,och
5695,99,1,man
5695,353,7,tar
5695,109,2,del
5695,3,1,massmedia
5695,25,2,och
5695,11,1,olika
5695,251,1,insatser
5696,357,5,sedan
5696,25,1,och
5696,38,7,som
5696,290,2,även
5696,3,5,massmedia
5696,28,6,har
5696,1595,5,sagts
5696,25,6,och
5697,38,2,som
5697,28,2,har
5697,299,2,fått
5697,172,9,via
5697,3,6,massmedia
5697,54,2,den
5697,26,2,senaste
5697,358,2,tiden
5697,28,2,har
