doc,w,target,pos,year,mop_id,file_path,lemmas,gender,party_abbrev,z
5295,om lättläst och övriga tillgängliga medier och om deras målgrupper som,medier,5,2013,margareta_larsson_d7f83a,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,SD,0
5296,redan i dag med tillgängliga medier och har ett uppdrag att,medier,5,2013,lena_adelsohn_liljeroth_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,,,0
5297,propositionen att myndigheten för tillgängliga medier bör överta det statliga ansvaret,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5298,vi att myndigheten för tillgängliga medier är mycket lämpad att ta,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5299,kunskapscenter för lättläst och tillgängliga medier och som stöd för detta,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5300,kunskapscentret vid myndigheten för tillgängliga medier omfattar alla tillgängliga medier skolan,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5301,tillgängliga medier omfattar alla tillgängliga medier skolan har en viktig förmedlande,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5302,därför att myndigheten för tillgängliga mediers stöd för lättläst även bör,mediers,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5303,lättläst litteratur myndigheten för tillgängliga medier bör även stödja utgivning och,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5304,att låta myndigheten för tillgängliga medier ta över ansvaret för lättläst,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5305,upphandlas av myndigheten för tillgängliga medier och även ett minskat oberoende,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5306,till att också omfatta tryckta medier avslutningsvis fru talman finns det,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5307,med att myndigheten för tillgängliga medier absolut skulle kunna överta de,medier,5,2013,lena_adelsohn_liljeroth_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,,,0
5308,vi misstror myndigheten för tillgängliga medier jag var på studiebesök där,medier,5,2013,lena_adelsohn_liljeroth_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,,,0
5309,övertas av myndigheten för tillgängliga medier och vi tycker inte att,medier,5,2013,lena_adelsohn_liljeroth_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,,,4
5310,besök på myndigheten för tillgängliga medier jag kan lova tina ehn,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5311,också heter myndigheten för tillgängliga medier och inte som tidigare tal,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5312,lättläst under myndigheten för tillgängliga medier är att göra området betydligt,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,MP,0
5313,vara oberoende precis som andra medier det finns ingen anledning till,medier,5,2013,kerstin_engle_9a0c5f,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,S,0
5314,in i myndigheten för tillgängliga medier det är väldigt viktigt för,medier,5,2013,lena_adelsohn_liljeroth_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,,,0
5315,över till myndigheten för tillgängliga medier det kommer att stärka arbetet,medier,5,2013,kerstin_engle_9a0c5f,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,woman,S,0
5316,så att vi som föräldrar medier och medborgare kan följa vad,medier,5,2013,jabar_amin_5d3f98,../riksdagen-corpus/corpus/201314/prot-201314--127.xml,medi,man,MP,0
5317,valdagen med stormsteg och i mediernas väljarbarometrar kan vi läsa om,mediernas,5,2013,jacob_johnson_d95069,../riksdagen-corpus/corpus/201314/prot-201314--132.xml,medi,man,V,0
5318,efter det andra förmedlats i medier och mörkertalen är stora när,medier,5,2013,david_lang_e2a9da,../riksdagen-corpus/corpus/201314/prot-201314--126.xml,medi,man,SD,0
5319,propositionen har fått en del medial uppmärksamhet i svenska dagbladet den,medial,5,2013,christina_hoj_larsen_8cce04,../riksdagen-corpus/corpus/201314/prot-201314--126.xml,medi,woman,V,3
5320,innan det blev ett stort medialt intresse då raljerade finansministern över,medialt,5,2013,anders_borg_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--64.xml,medi,,,3
5321,lena ek säger till svenska medier att sverige vill ha ett,medier,5,2013,ola_johansson_09875f,../riksdagen-corpus/corpus/201314/prot-201314--64.xml,medi,man,C,0
5322,en svensk miljöminister i svenska medier försöker ge sken av att,medier,5,2013,ola_johansson_09875f,../riksdagen-corpus/corpus/201314/prot-201314--64.xml,medi,man,C,0
5323,men nu arbetade åt israeliska medier denne muslimske reporter framhöll att,medier,5,2013,hans_linde_abeaba,../riksdagen-corpus/corpus/201314/prot-201314--70.xml,medi,man,V,1
5324,var bättre tillgodosedda i israeliska medier än i palestinska han var,medier,5,2013,hans_linde_abeaba,../riksdagen-corpus/corpus/201314/prot-201314--70.xml,medi,man,V,4
5325,som har lyssnat via olika medier tack för en bra inledande,medier,5,2013,sofia_arkelsten_16070a,../riksdagen-corpus/corpus/201314/prot-201314--70.xml,medi,woman,M,0
5326,representative on freedom of the media inom osse hon har en,media,5,2013,peter_radberg_0f74c9,../riksdagen-corpus/corpus/201314/prot-201314--70.xml,medi,man,MP,1
5327,är lika aktuellt i våra medier kan det bero på deras,medier,5,2013,christian_holm_a187f5,../riksdagen-corpus/corpus/201314/prot-201314--70.xml,medi,man,M,0
5328,sin kritik även i offentliga medier till exempel dn debatt i,medier,5,2013,sven-olof_sallstrom_2f04ec,../riksdagen-corpus/corpus/201314/prot-201314--70.xml,medi,man,SD,0
5329,realitet år kunde man i medier läsa om slutna sällskap där,medier,5,2013,jens_holm_726eb1,../riksdagen-corpus/corpus/201314/prot-201314--70.xml,medi,man,V,0
5330,aborter detta har fått stor medial uppmärksamhet fallet ligger just nu,medial,5,2013,peter_eriksson_f7fe39,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,man,MP,3
5331,världen syns inte i svenska medier kanske beroende på ett begränsat,medier,5,2013,bodil_ceballos_9366f3,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,woman,MP,0
5332,vad gäller vikten av opartiska medier myndigheter organisationer och inrättningar med,medier,5,2013,anti_avsan_04a877,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,man,M,0
5333,nya millenniemål frågor om sociala medier rättvis handel och innovativa finansmekanismer,medier,5,2013,ulf_nilsson_9b642f,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,man,L,0
5334,det här dokumenteras på sociala medier sedan kan det vara svårt,medier,5,2013,mattias_karlsson_5d0f42,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,man,SD,0
5335,för sin förkärlek till sociala medier till exempel twitter samtidigt som,medier,5,2013,carl_bildt_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,,,0
5336,direkt undersökande journalistik i traditionella medier utan landet har länge haft,medier,5,2013,carl_bildt_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,,,0
5337,starka känslor vad gäller sociala medier och dessa känslor råkar vara,medier,5,2013,jacob_johnson_d95069,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,man,V,0
5338,inskränker både nationella och internationella mediers frihet man arresterar ett stort,mediers,5,2013,unknown,../riksdagen-corpus/corpus/201314/prot-201314--99.xml,medi,,,0
5339,en bra bild i internationella medier för att locka internationella investeringar,medier,5,2013,ingela_nylund_watz_6b7be4,../riksdagen-corpus/corpus/201314/prot-201314--118.xml,medi,woman,S,0
5340,bara här hemma i svenska medier utan också i internationella medier,medier,5,2013,ingela_nylund_watz_6b7be4,../riksdagen-corpus/corpus/201314/prot-201314--118.xml,medi,woman,S,0
5341,medier utan också i internationella medier därutöver har vi daglig kontakt,medier,5,2013,ingela_nylund_watz_6b7be4,../riksdagen-corpus/corpus/201314/prot-201314--118.xml,medi,woman,S,0
5342,i grenen eländesbeskrivning tillsammans med mediernas sätt att fungera där de,mediernas,5,2013,anders_ygeman_4dc216,../riksdagen-corpus/corpus/201314/prot-201314--130.xml,medi,man,S,0
5343,med hjälp av ett annat medium mata in uppgifterna i en,medium,5,2013,lars_tysklind_44f290,../riksdagen-corpus/corpus/201314/prot-201314--130.xml,medi,man,L,3
5344,menar herr talman att utländska medier och resebyråer inte ska behöva,medier,5,2013,bengt_berg_3b50e5,../riksdagen-corpus/corpus/201314/prot-201314--130.xml,medi,man,V,0
5345,del av världen genom nya medier och lära sig sådant som,medier,5,2013,margareta_larsson_d7f83a,../riksdagen-corpus/corpus/201314/prot-201314--130.xml,medi,woman,SD,0
5346,mellanrum uppmärksammas det i olika medier det är uppenbart att man,medier,5,2013,veronica_palm_3d4bd3,../riksdagen-corpus/corpus/201314/prot-201314--130.xml,medi,woman,S,0
5347,nyheter och en mängd andra medier men hans ord verkar inte,medier,5,2013,suzanne_svensson_502ccf,../riksdagen-corpus/corpus/201314/prot-201314--124.xml,medi,woman,S,0
5348,vi nu har hört via medier men inte fått till svar,medier,5,2013,gustav_nilsson_e40443,../riksdagen-corpus/corpus/201314/prot-201314--131.xml,medi,man,M,0
5349,redovisa det som redovisas i medier i stället är mycket mer,medier,5,2013,eva-lena_jansson_c13ca9,../riksdagen-corpus/corpus/201314/prot-201314--73.xml,medi,woman,S,0
5350,hundra fall jag följer sociala medier och läser bland annat en,medier,5,2013,carina_ohlsson_c29d40,../riksdagen-corpus/corpus/201314/prot-201314--73.xml,medi,woman,S,0
5351,nyheterna i veckan i skånska medier var att det är många,medier,5,2013,eva_olofsson_7c489a,../riksdagen-corpus/corpus/201314/prot-201314--63.xml,medi,woman,V,0
5352,den här interpellationsdebatten är de medialt uppmärksammade fall av våldtäkt och,medialt,5,2013,hillevi_larsson_618770,../riksdagen-corpus/corpus/201314/prot-201314--77.xml,medi,woman,S,3
5353,en stor del av den mediala diskussionen har handlat om rättsväsendet,mediala,5,2013,hillevi_larsson_618770,../riksdagen-corpus/corpus/201314/prot-201314--77.xml,medi,woman,S,3
5354,är inte de som får massmediernas uppmärksamhet det finns också många,massmediernas,5,2013,göran_hägglund_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--77.xml,mass,,,3
5355,ett sådant engagemang där alla medier som finns i norrbotten var,medier,5,2013,catharina_elmsäter-svärd_minister_2010,../riksdagen-corpus/corpus/201314/prot-201314--77.xml,medi,,,1
5356,budskap och då är olika medier oerhört viktiga vi menar att,medier,5,2013,julia_kronlid_4ece83,../riksdagen-corpus/corpus/201314/prot-201314--121.xml,medi,woman,SD,0
5357,gröna tyska utrikesministern i svenska medier härförleden hade ett förslag om,medier,5,2013,jan_björklund_minister_2007,../riksdagen-corpus/corpus/201314/prot-201314--108.xml,medi,,,2
5358,nu nyhetssajter bloggar och sociala medier som uppdateras hela tiden vi,medier,5,2013,gunvor_g_ericson_ef867c,../riksdagen-corpus/corpus/201314/prot-201314--108.xml,medi,woman,MP,0
5359,till grader som förekommit i media de extrema väderhändelser som nästan,media,5,2013,jens_holm_726eb1,../riksdagen-corpus/corpus/201314/prot-201314--120.xml,medi,man,V,2
5360,som nästan dagligen rapporteras i media har heller inte blivit värre,media,5,2013,jens_holm_726eb1,../riksdagen-corpus/corpus/201314/prot-201314--120.xml,medi,man,V,2
5361,obehaglig tendens inte minst hos media men även av vissa företrädare,media,5,2013,jens_holm_726eb1,../riksdagen-corpus/corpus/201314/prot-201314--120.xml,medi,man,V,1
5362,ganska intressant historia som svenska medier i bästa fall har missat,medier,5,2013,jens_holm_726eb1,../riksdagen-corpus/corpus/201314/prot-201314--120.xml,medi,man,V,2
5363,ett ord i etablerade svenska medier om det som skett trots,medier,5,2013,jens_holm_726eb1,../riksdagen-corpus/corpus/201314/prot-201314--120.xml,medi,man,V,0
5364,kopplat till att även svenska medier har investerat trovärdighet i en,medier,5,2013,jens_holm_726eb1,../riksdagen-corpus/corpus/201314/prot-201314--120.xml,medi,man,V,0
5365,och än viktigare att den mediala granskningen det vill säga den,mediala,5,2013,hanif_bali_a8fef4,../riksdagen-corpus/corpus/201314/prot-201314--120.xml,medi,man,M,3
5366,fortfarande är svårt för exempelvis medier att få den nödvändiga insynen,medier,5,2013,kerstin_nilsson_6ba9f1,../riksdagen-corpus/corpus/201314/prot-201314--120.xml,medi,woman,S,4
5367,att inte tala om i medier och reklam det finns dock,medier,5,2013,roland_utbult_bfeef4,../riksdagen-corpus/corpus/201314/prot-201314--62.xml,medi,man,KD,0
5368,antingen under påstående av ryska medier eller med egna påståenden om,medier,5,2013,johnny_skalin_8b916b,../riksdagen-corpus/corpus/201314/prot-201314--89.xml,medi,man,SD,0
5369,till justitieministern mitt under den mediala debatt som var väldigt upprörd,mediala,5,2013,beatrice_ask_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--89.xml,medi,,,3
5370,pratade om en del tyska medier pratade till och med om,medier,5,2013,lena_olsson_656dbf,../riksdagen-corpus/corpus/201314/prot-201314--89.xml,medi,woman,V,0
5371,idea som framkommit i svenska medier i början av mars i,medier,5,2013,bodil_ceballos_9366f3,../riksdagen-corpus/corpus/201314/prot-201314--89.xml,medi,woman,MP,0
5372,kritiken inte kommer fram trots mediernas skriverier om framför allt nsa,mediernas,5,2013,clas-goran_carlsson_10b2a1,../riksdagen-corpus/corpus/201314/prot-201314--74.xml,medi,man,S,4
5373,i processen kan människor och medier själva dra sina slutsatser denna,medier,5,2013,bjorn_von_sydow_21fd65,../riksdagen-corpus/corpus/201314/prot-201314--122.xml,medi,man,S,0
5374,på att både konstitutionsutskottets och mediernas granskning och insyn ska fungera,mediernas,5,2013,tuve_skanberg_abfeb0,../riksdagen-corpus/corpus/201314/prot-201314--122.xml,medi,man,KD,0
5375,januari finns uppgifter i utländska medier om att nuon kan vara,medier,5,2013,per_bill_d166e7,../riksdagen-corpus/corpus/201314/prot-201314--122.xml,medi,man,M,0
5376,grundlagen upphävts undantagstillstånd införts och medier och internet censurerats runt om,medier,5,2013,bjorn_soder_8d750e,../riksdagen-corpus/corpus/201314/prot-201314--122.xml,medi,man,SD,2
5377,alla stater har man fria medier ja eller nej har man,medier,5,2013,bjorn_soder_8d750e,../riksdagen-corpus/corpus/201314/prot-201314--122.xml,medi,man,SD,0
5378,ordförande som en del svenska medier har spekulerat om är att,medier,5,2013,jonas_jacobsson_gjortler_7dd9fd,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,man,M,2
5379,mötesfriheten när det gäller sociala medier och medier detta är bara,medier,5,2013,bodil_ceballos_9366f3,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,woman,MP,0
5380,det gäller sociala medier och medier detta är bara några exempel,medier,5,2013,bodil_ceballos_9366f3,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,woman,MP,0
5381,därtill kommer blockering av sociala medier vilket sker frekvent inte minst,medier,5,2013,kerstin_lundgren_567b92,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,woman,C,4
5382,nyligen ett domstolsbeslut som förbjuder medier att omnämna jobbik som högerextremt,medier,5,2013,julia_kronlid_4ece83,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,woman,SD,0
5383,att dominera världens banker och medier i greklands parlament finns det,medier,5,2013,bjorn_von_sydow_21fd65,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,man,S,0
5384,utveckling ungerns utveckling och kring mediernas frihet i europa där mats,mediernas,5,2013,hans_linde_abeaba,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,man,V,3
5385,med situationen i ukraina för mediernas frihet är tankeväckande det har,mediernas,5,2013,hans_linde_abeaba,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,man,V,3
5386,ryska språket och i ryska medier därför är mats johanssons försök,medier,5,2013,hans_linde_abeaba,../riksdagen-corpus/corpus/201314/prot-201314--123.xml,medi,man,V,0
5387,mobiltelefoni det var först efter mediernas rapportering och ett flertal riksdagsdebatter,mediernas,5,2013,bodil_ceballos_9366f3,../riksdagen-corpus/corpus/201314/prot-201314--61.xml,medi,woman,MP,3
5388,dag kan vi läsa i medier att andelen fattiga bland de,medier,5,2013,fredrik_reinfeldt_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--75.xml,medi,,,4
5389,bäst eller givet en viss medial situation uppfattas som mest populär,medial,5,2013,richard_jomshof_aea762,../riksdagen-corpus/corpus/201314/prot-201314--75.xml,medi,man,SD,3
5390,har uttalat sig i flera medier om att vi inte ska,medier,5,2013,mia_sydow_molleby_68a11e,../riksdagen-corpus/corpus/201314/prot-201314--8.xml,medi,woman,V,2
5391,tar huvuddelen av vår och mediernas uppmärksamhet då är det speciellt,mediernas,5,2013,ibrahim_baylan_257c17,../riksdagen-corpus/corpus/201314/prot-201314--93.xml,medi,man,S,3
5392,andra vi kunde läsa i medier i veckan att antalet handräckningar,medier,5,2013,beatrice_ask_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,,,0
5393,om att i de offentliga medier som är mer kvalificerade såsom,medier,5,2013,mia_sydow_molleby_68a11e,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,woman,V,0
5394,för att bland annat meddela medier om de upplever att saker,medier,5,2013,mia_sydow_molleby_68a11e,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,woman,V,4
5395,tf och ygl ger för medier som sökt och fått utgivningsbevis,medier,5,2013,mia_sydow_molleby_68a11e,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,woman,V,0
5396,och borde hända övriga granskande medier började kritiskt granska och analysera,medier,5,2013,mia_sydow_molleby_68a11e,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,woman,V,0
5397,landets tidningar och andra granskande medier har inte blivit bättre med,medier,5,2013,mia_sydow_molleby_68a11e,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,woman,V,0
5398,jätteproblem om vi börjar inskränka mediers möjligheter att granska därför har,mediers,5,2013,unknown,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,,,0
5399,själv har arbetat i gota media ger ut liberala borgerliga och,media,5,2013,phia_andersson_05c5ec,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,woman,S,2
5400,företag och företagande inom olika medier för de stödsystem vi utformar,medier,5,2013,phia_andersson_05c5ec,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,woman,S,0
5401,har kampanjer förts och märkliga mediala utspel har gjorts på arbetsmiljöområdet,mediala,5,2013,raimo_parssinen_4608d0,../riksdagen-corpus/corpus/201314/prot-201314--87.xml,medi,man,S,3
5402,lättförståeliga och som gäller oavsett medium för säkerhets skull herr talman,medium,5,2013,thoralf_alfsson_4f6382,../riksdagen-corpus/corpus/201314/prot-201314--78.xml,medi,man,SD,3
5403,som jonas sjöstedt tar varje medialt tillfälle i akt att skälla,medialt,5,2013,jonas_sjostedt_818231,../riksdagen-corpus/corpus/201314/prot-201314--50.xml,medi,man,V,3
5404,fru talman jag läser i medier att om alliansen skulle förlora,medier,5,2013,peter_eriksson_f7fe39,../riksdagen-corpus/corpus/201314/prot-201314--44.xml,medi,man,MP,0
5405,debattera utgiftsområde som innefattar kultur medier trossamfund och idrott i dagens,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--44.xml,medi,woman,MP,0
5406,intressen förlag publik tv radio medier upphovsrätter med mera möjligheterna att,medier,5,2013,lars_ohly_517dae,../riksdagen-corpus/corpus/201314/prot-201314--44.xml,medi,man,V,0
5407,börjat uppträda alltmer i sociala medier vilket också får ses som,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--44.xml,medi,woman,MP,0
5408,kan läsa är texten som medium ohotad formerna kan ändras men,medium,5,2013,bengt_berg_3b50e5,../riksdagen-corpus/corpus/201314/prot-201314--44.xml,medi,man,V,3
5409,ställen det som skildras i medier om äldreomsorgen är oftast enskilda,medier,5,2013,lena_hallengren_7a31c9,../riksdagen-corpus/corpus/201314/prot-201314--106.xml,medi,woman,S,0
5410,övrigt när det gäller de medier som jag tittade på kan,medier,5,2013,mia_sydow_molleby_68a11e,../riksdagen-corpus/corpus/201314/prot-201314--106.xml,medi,woman,V,4
5411,som kan förekomma inom sociala medier privata företag och förvaltningsmyndigheter man,medier,5,2013,karl_sigfrid_0c383b,../riksdagen-corpus/corpus/201314/prot-201314--106.xml,medi,man,M,0
5412,parter säger institutionen för journalistik medier och kommunikation vid göteborgs universitet,medier,5,2013,karin_granbom_c5a7be,../riksdagen-corpus/corpus/201314/prot-201314--106.xml,medi,woman,L,0
5413,vi i riksdagen värnar om mediernas frihet hur skulle det se,mediernas,5,2013,karin_granbom_c5a7be,../riksdagen-corpus/corpus/201314/prot-201314--106.xml,medi,woman,L,3
5414,angeläget att fråga sig vad mediernas utveckling betyder för demokratin miljöpartiet,mediernas,5,2013,per-ingvar_johnsson_a22d33,../riksdagen-corpus/corpus/201314/prot-201314--106.xml,medi,man,C,3
5415,hör det till den mer mediala historien runt detta att tvs,mediala,5,2013,mia_sydow_molleby_68a11e,../riksdagen-corpus/corpus/201314/prot-201314--106.xml,medi,woman,V,3
5416,då och då diskuteras i medier i västerbotten gävleborgs län dalarna,medier,5,2013,monica_green_fc276c,../riksdagen-corpus/corpus/201314/prot-201314--112.xml,medi,woman,S,0
5417,detta fall har fått stor medial uppmärksamhet det är inte bra,medial,5,2013,katarina_kohler_34bfc7,../riksdagen-corpus/corpus/201314/prot-201314--113.xml,medi,woman,S,3
5418,att det ska behöva bli medial uppmärksamhet för att ett fall,medial,5,2013,katarina_kohler_34bfc7,../riksdagen-corpus/corpus/201314/prot-201314--113.xml,medi,woman,S,3
5419,för sina föräldrars ekonomi sociala medier används i dag flitigt den,medier,5,2013,roza_guclu_hedin_665a1b,../riksdagen-corpus/corpus/201314/prot-201314--51.xml,medi,woman,S,0
5420,på nätet så kallade sociala medier man kan lätt halka efter,medier,5,2013,eva_olofsson_7c489a,../riksdagen-corpus/corpus/201314/prot-201314--86.xml,medi,woman,V,0
5421,som också har debatterats i medier och det handlar främst om,medier,5,2013,jonas_eriksson_3e153d,../riksdagen-corpus/corpus/201314/prot-201314--86.xml,medi,man,MP,1
5422,tar till mer i sociala medier finns det forum som flödar,medier,5,2013,maria_larsson_minister_2010,../riksdagen-corpus/corpus/201314/prot-201314--9.xml,medi,,,0
5423,både eböcker och andra digitala medier det vill säga att det,medier,5,2013,mats_pertoft_b36794,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,man,MP,4
5424,ska beskattas lika oberoende av medium oberoende av om det är,medium,5,2013,lena_asplund_c18048,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,woman,M,3
5425,det gäller böcker och digitala medier som när det gäller mat,medier,5,2013,anders_borg_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,,,0
5426,frågan om lågmoms på digitala medier i redovisningen står det sverige,medier,5,2013,mats_pertoft_b36794,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,man,MP,0
5427,för eböcker och andra digitala medier sverige vill inte föregripa resultatet,medier,5,2013,mats_pertoft_b36794,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,man,MP,1
5428,det fria och oberoende internationella medier som rapporterar en del av,medier,5,2013,sofia_arkelsten_16070a,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,woman,M,0
5429,grupp inte minst i ryska medier har man försökt skrämmas med,medier,5,2013,carl_bildt_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,,,0
5430,genom officiella kanaler och statsägda medier fru talman denna konflikt präglas,medier,5,2013,urban_ahlin_9ad123,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,man,S,0
5431,svart eller vit beroende på mediernas rapportering pro eller antiryssland verkligheten,mediernas,5,2013,unknown,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,,,3
5432,på plats men som ryska medier gärna framställer det som det,medier,5,2013,unknown,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,,,0
5433,putin visar sig barbröstad inför medier utan det gäller även de,medier,5,2013,sofia_arkelsten_16070a,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,medi,woman,M,0
5434,onaturliga läggningar lyfts fram av massmedier och politiker som normaliteter och,massmedier,5,2013,desiree_pethrus_b60467,../riksdagen-corpus/corpus/201314/prot-201314--84.xml,mass,woman,KD,1
5435,ringer telefonsamtal och använder sociala medier för att prata med sina,medier,5,2013,jan_lindholm_6c3791,../riksdagen-corpus/corpus/201314/prot-201314--90.xml,medi,man,MP,0
5436,hade hon sagt i sociala medier som ett rop på hjälp,medier,5,2013,agneta_luttropp_1e8337,../riksdagen-corpus/corpus/201314/prot-201314--47.xml,medi,woman,MP,0
5437,vin som finns på sociala medier i reklam med mera och,medier,5,2013,gunnar_sandberg_be2938,../riksdagen-corpus/corpus/201314/prot-201314--53.xml,medi,man,S,0
5438,i alla former i alla medier de väcker känslor det inser,medier,5,2013,lars_tysklind_44f290,../riksdagen-corpus/corpus/201314/prot-201314--53.xml,medi,man,L,0
5439,får mindre genomslag i nationella medier tv har fattat beslut om,medier,5,2013,tina_ehn_aa733d,../riksdagen-corpus/corpus/201314/prot-201314--111.xml,medi,woman,MP,0
5440,på att vi har fria medier som granskar makthavare av olika,medier,5,2013,lena_adelsohn_liljeroth_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--111.xml,medi,,,0
5441,och vi vill ha fria medier sedan faller delar av samhället,medier,5,2013,isak_from_0325ff,../riksdagen-corpus/corpus/201314/prot-201314--111.xml,medi,man,S,0
5442,skräckpropaganda som har spridits i medier av fackföreningsrörelsen och framför allt,medier,5,2013,elisabeth_svantesson_minister_2013,../riksdagen-corpus/corpus/201314/prot-201314--46.xml,medi,,,0
5443,de urspårningar som var extra medialt intressanta i helsingforssområdet där gäller,medialt,5,2013,lars_johansson_8ee90d,../riksdagen-corpus/corpus/201314/prot-201314--81.xml,medi,man,S,3
5444,domstolar enskilda organisationer och fria medier försvarar alla individers rättigheter därmed,medier,5,2013,torbjorn_bjorlund_e4a89e,../riksdagen-corpus/corpus/201314/prot-201314--42.xml,medi,man,V,0
5445,sedan kunde man i uppsalas medier läsa att planeringschefen vid uppsala,medier,5,2013,agneta_gille_591a91,../riksdagen-corpus/corpus/201314/prot-201314--42.xml,medi,woman,S,0
5446,uppgifter inte lämnas ut till medier när det har visat sig,medier,5,2013,beatrice_ask_minister_2006,../riksdagen-corpus/corpus/201314/prot-201314--56.xml,medi,,,0
5447,tur att det finns granskande medier i sverige sveriges radios nyhetsprogram,medier,5,2013,johan_andersson_08c8d7,../riksdagen-corpus/corpus/201314/prot-201314--100.xml,medi,man,S,0
5448,politiker som var exponerade i medier var mer utsatta än andra,medier,5,2013,roger_haddad_de36c7,../riksdagen-corpus/corpus/201314/prot-201314--57.xml,medi,man,L,0
5449,avgången föregåtts av en stor medial debatt som gjort att säkerhetsläget,medial,5,2013,roger_haddad_de36c7,../riksdagen-corpus/corpus/201314/prot-201314--57.xml,medi,man,L,3
